"id","otel_ad","fiyat","imageURL","score","fiyat_araligi","bolge","hava_alanina_uzakligi","denize_uzakligi","plaj","iskele","a_la_carte_restoran","asansor","acik_restoran","kapali_restoran","acik_havuz","kapali_havuz","bedensel_engelli_odasi","bar","su_kaydiragi","balo_salonu","kuafor","otopark","market","sauna","doktor","beach_voley","fitness","canli_eglence","wireless_internet","animasyon","sorf","parasut","arac_kiralama","kano","spa","masaj","masa_tenisi","cocuk_havuzu","cocuk_parki"
326,Wasa Hotel,"9.180,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/01419/tsr01419636545702563129645.jpg,"","9000-11000",Antalya - Alanya-Damlataş ,"45 km, Gazipaşa(Alanya) HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"1","1","1","1","1","0","0","1","0","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0"
526,Delfi Hotel Spa Wellness,"10.299,54 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06232/tsr06232637037066488259659.jpg,"7,3","9000-11000",Bodrum - Bodrum Merkez ,"35 km, Milas HA ","100 - 200 Metre Arası",Yok,Yok,"0","0","1","1","1","0","0","1","1","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","1","1","1","1","1"
477,Leaf River Suites,"14.658,05 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13638/1050X700/tsr13638638382599723247881.jpg,"","13000-15000",Antalya - Lara ,"15 km, Antalya ","750 Metre ve Üzeri",Yok,Yok,"1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
528,Gvar Apart Hotel,"24.429,95 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12180/1050X700/tsr12180637816564430279939.jpg,"","23000-25000",Antalya - Muratpaşa ,"12 km, Antalya ","400 - 500 Metre Arası",Halk Plajı,Yok,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
527,Güvenpark Residence Hotel,"19.150,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11761/1050X700/tsr11761637648919226596321.jpg,"","19000-21000",Antalya - Kemer-Tekirova ,"80 km, Antalya HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
478,Likya Gardens Hotel,"32.447,70 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06017/tsr06017636433427508601056.jpg,"","29000-33000",Antalya - Kalkan ,"135 km, Dalaman ",Denize Sıfır,Yok,Yok,"0","0","1","0","1","0","0","1","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0"
12,Aydınbey Queen`s Palace Hotel,"26.775,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08559/1050X700/tsr08559637737064732013827.jpg,"8,1","25000-27000",Antalya - Belek-Kadriye ,"20 km, Antalya HA ","750 Metre ve Üzeri",Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","2","1","1","4","1","0","1","0","0","1","1","0","1","0","1","1","0","1","0","0","1","1","0","1","0"
81,Holiday Park Resort Hotel,"16.065,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01514/1050X700/tsr01514638103226096949464.jpg,"8,1","15000-17000",Antalya - Alanya-Okurcalar ,"85 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"1","1","1","1","1","1","0","4","1","0","1","1","0","1","0","0","1","0","1","1","0","0","1","0","0","1","1","1","1"
34,Kempinski Hotel Barbaros Bay,"19.800,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01716/1050X700/tsr01716637994395190318923.jpg,"9,6","19000-21000",Bodrum - Yalıçiftlik ,"38 km, BodrumHA",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"3","1","1","1","1","1","1","2","0","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1"
54,Royal Taj Mahal,"25.781,25 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04853/1050X700/tsr04853638210656293116646.jpg,"8,8","25000-27000",Antalya - Side ,"48 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Var,"3","1","1","1","4","1","1","8","1","0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
72,Sunis Elita Beach Resort Spa,"33.040,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02740/1050X700/tsr02740637242002032980302.jpg,"7,9",+33000,Antalya - Side-Kızılağaç ,"81 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"5","1","1","1","3","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1"
332,Flamingo Residence,"14.550,16 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06241/1050X700/tsr06241637802623070061897.jpg,"","13000-15000",Antalya - Konyaaltı ,"27 km, Antalya ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1"
191,Royal Seginus Hotel,"21.600,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06757/1050X700/tsr06757637874458885615916.jpg,"8,3","21000-23000",Antalya - Lara-Kundu ,"15 km, Antalya HA ","200 - 300 Metre Arası",Mavi Bayraklı Özel Plaj,Var,"9","1","1","1","6","1","0","9","1","0","1","0","1","1","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1"
145,Adenya Hotel Resort,"11.341,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03938/1050X700/tsr03938638437029488158834.jpg,"9","11000-13000",Antalya - Alanya-Türkler ,"65 km, Gazipaşa ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"2","1","1","1","7","2","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1"
331,Evergreen Glamping,"9.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13387/1050X700/tsr13387638272551844697487.jpg,"","7000-9000",Antalya - Olimpos ,"96 km, Antalya ","750 Metre ve Üzeri",Yok,Yok,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
329,Beetle House Coffee Hotel,"6.900,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11497/1050X700/tsr11497637510676542289329.jpg,"9,5","5000-7000",Antalya - Konyaaltı ,"21 km, Antalya HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"1","1","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
328,Via Farilya Hotel,"26.775,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/09656/tsr09656636923961249800709.jpg,"","25000-27000",Bodrum - Gündoğan ,"50 km, Milas ","200 - 300 Metre Arası",Mavi Bayraklı Plaj,Yok,"0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1"
330,Dores Residence,"17.427,59 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07693/1050X700/tsr07693637437182180195576.jpg,"9","17000-19000",Marmaris - Turunç ,"120 km, Dalaman ","100 - 200 Metre Arası",Halk Plajı,Yok,"1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
55,Rubi Hotel,"15.273,75 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01771/1050X700/tsr01771637806255845865571.jpg,"7,5","15000-17000",Antalya - Alanya-Avsallar ,"59 km, Gazipaşa HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"2","1","0","0","1","0","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
13,Belconti Resort Hotel,"24.050,25 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00279/1050X700/tsr00279638097400011801151.jpg,"7,6","23000-25000",Antalya - Belek-İskele ,"30 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"3","1","2","4","2","1","1","7","1","0","1","0","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1"
248,Belpoint Beach Hotel,"3.838,88 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06070/1050X700/tsr06070638178695490997735.jpg,"6,6",+33000,Antalya - Kemer-Beldibi ,"30 km, Antalya HA ","200 - 300 Metre Arası",Halk Plajı,Yok,"0","0","0","1","1","0","0","2","1","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","1","0","1","0"
333,Golden World Suite Hotel,"10.656,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10893/1050X700/tsr10893637235919533399424.jpg,"","9000-11000",Antalya - Konyaaltı ,"26 km, Antalya ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","1","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","1"
35,Kirman Arycanda De Luxe,"15.982,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00897/1050X700/tsr00897638487745120957951.jpg,"8,4","15000-17000",Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"4","1","1","1","2","1","1","5","1","0","1","1","0","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","1"
480,Lilyum Alaçatı Taş Ev,"8.750,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/08863/tsr08863636866064235403971.jpg,"","7000-9000",Çeşme - Alaçatı ,"40 km, Adnan Menderes HA ",No Info,Yok,Yok,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
146,Kimeros Park Holiday Village,"20.640,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04895/1050X700/tsr04895637434629156693214.jpg,"8,1","19000-21000",Antalya - Kemer ,"46 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"1","0","1","1","2","0","1","4","1","0","1","0","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","1"
192,Royal Wings Hotel,"13.680,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01426/1050X700/tsr01426638242588089937678.jpg,"9","13000-15000",Antalya - Lara-Kundu ,"15 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"6","1","1","1","4","1","1","10","1","0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
479,Lilium Boutique Hotel,"13.949,98 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13462/1050X700/tsr13462638327149528848589.jpg,"","13000-15000",Antalya - Lara ,"15 km, Antalya ","750 Metre ve Üzeri",Özel Plaj,Yok,"0","1","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
481,Livaneli Boutique Hotel,"6.750,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12426/1050X700/tsr12426638149236512574156.jpg,"","5000-7000",Antalya - Alanya ,"120 km, Antalya ","50 Metreye Kadar",Halk Plajı,Yok,"1","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","1","0"
482,Lulja Alaçatı,"10.995,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12480/1050X700/tsr12480638491207138240487.jpg,"","9000-11000",Çeşme - Alaçatı ,"85 km, Adnan Menderes HA ",No Info,Halk Plajı,Yok,"1","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
36,Kirman Sidemarin Beach Spa,"43.365,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08061/1050X700/tsr08061638489420375103844.jpg,"8,8",+33000,Antalya - Side ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"4","1","1","1","1","1","0","8","1","0","1","0","0","1","1","1","1","1","0","1","0","0","1","0","1","1","1","1","1"
14,Blue Waters Club,"22.078,75 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00345/1050X700/tsr00345638309749073613912.jpg,"8,5","21000-23000",Antalya - Side-Sorgun ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,"0","1","2","1","3","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
56,Rubi Platinum Spa Resort Suites,"36.655,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08035/1050X700/tsr08035637806052289449247.jpg,"7,6",+33000,Antalya - Alanya-Avsallar ,"105 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"2","1","1","1","1","1","0","4","1","0","0","1","0","1","0","1","0","1","1","1","0","0","1","0","1","1","1","1","1"
73,Sunis Evren Beach Resort Hotel,"38.850,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04046/1050X700/tsr04046637250753859505394.jpg,"8,1",+33000,Antalya - Side-Evrenseki ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"5","1","1","1","1","1","1","2","1","0","1","0","1","1","1","1","1","1","1","1","0","0","0","0","0","1","1","1","1"
249,Blue Diamond Alya Hotel,"9.477,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05080/1050X700/tsr05080637347379666721807.jpg,"8,7","9000-11000",Antalya - Alanya ,"125 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,Yok,"0","1","1","1","2","0","1","2","1","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","1","1","1","0"
252,Club Herakles Hotel,"4.265,60 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12184/1050X700/tsr12184638418796994431275.jpg,"",+33000,Antalya - Kemer ,"No Info km, No Info",No Info,Halk Plajı,Yok,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
147,Limak Atlantis Deluxe Hotel Resort,"20.224,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00738/1050X700/tsr00738638452344194520331.jpg,"8,3","19000-21000",Antalya - Belek-İleribaşı ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"5","1","1","1","5","1","1","4","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1"
334,Magic Garden Apart,"10.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11714/1050X700/tsr11714637607536366325356.jpg,"","9000-11000",Antalya - Kemer-Çamyuva ,"70 km, Antalya ","200 - 300 Metre Arası",Halk Plajı,Yok,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
250,Bodrum Vera Hotel,"7.606,02 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13027/1050X700/tsr13027638168305888965991.jpg,"","7000-9000",Bodrum - Bodrum Merkez ,"45 km, Milas ","750 Metre ve Üzeri",Yok,Yok,"0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
251,Cleopatra Golden Beach,"9.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/09071/1050X700/tsr09071638493202139470232.jpg,"","7000-9000",Antalya - Alanya ,"124 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"1","1","1","1","1","0","0","1","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0"
193,Scylax Family Club,"13.640,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12295/1050X700/tsr12295637979653372826593.jpg,"6","13000-15000",Antalya - Alanya ,"130 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"0","0","1","1","1","0","0","3","1","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","1","1","0"
15,Boyalık Beach Hotel Spa Thermal Resort,"27.763,75 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04017/1050X700/tsr04017638357559121600247.jpg,"7,8","27000-29000",Çeşme - Boyalık ,"90 km, Adnan Menderes HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"0","1","1","1","2","2","1","2","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1"
37,Kirman Sidera Luxury Spa,"17.044,02 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00377/1050X700/tsr00377638481708111504702.jpg,"8,4","17000-19000",Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"5","1","1","1","2","1","1","5","1","0","1","1","0","1","1","1","1","1","0","1","0","0","1","0","1","1","1","1","1"
57,Salmakis Resort Spa,"21.150,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00460/1050X700/tsr00460637249857550089344.jpg,"7,7","21000-23000",Bodrum - Bardakçı ,"35 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"1","1","1","1","1","1","1","4","0","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","1"
148,Aqı Pegasos Club,"17.812,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04327/1050X700/tsr04327638359968680511279.jpg,"7,7","17000-19000",Antalya - Alanya-İncekum ,"96 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"0","1","1","1","2","0","1","4","1","0","1","1","1","1","1","1","0","0","1","1","0","1","0","1","0","1","1","1","1"
74,Timo Deluxe Resort,"13.675,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01581/1050X700/tsr01581637926168733505407.jpg,"8,7","13000-15000",Antalya - Alanya-Konaklı ,"110 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,Yok,"1","1","1","1","2","1","1","3","1","0","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1"
335,Maxwell Holiday Marmaris,"4.890,60 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/09372/1050X700/tsr09372637250755451914661.jpg,"7,4",+33000,Marmaris - Merkez ,"90 km, Dalaman ","300 - 400 Metre Arası",Halk Plajı,Yok,"1","1","1","1","1","0","0","1","1","0","1","0","1","1","0","0","0","1","1","1","0","0","1","0","1","1","0","1","0"
253,Club Hotel Sidelya,"15.767,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01961/1050X700/tsr01961637762014100697211.jpg,"7,4","15000-17000",Antalya - Side ,"54 km, Antalya HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"1","0","1","1","2","0","1","6","1","0","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0","1","1","1","1"
337,Vista Villas,"10.990,35 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06794/tsr06794636183735705112221.jpg,"8","9000-11000",Antalya - Belek ,"19 km, Antalya HA ",Uygun Değil,Yok,Yok,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1"
336,Türkmen Boutique Bungalow Apart,"5.400,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11783/1050X700/tsr11783637644617393359144.jpg,"","5000-7000",Antalya - Demre ,"196 km, Antalya ",Denize Sıfır (Aradan Yol Geçiyor),Halk Plajı,Yok,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
16,Club Hotel Sera,"11.025,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00339/1050X700/tsr00339637404404344229003.jpg,"7,3","11000-13000",Antalya - Lara-Örnekköy ,"9 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"1","1","1","1","1","1","1","3","1","0","1","1","1","1","1","0","1","0","1","1","0","0","1","0","1","1","1","1","1"
149,Vita Bella Hotel Resort Spa,"14.370,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06516/1050X700/tsr06516637333523037026672.jpg,"7,6","13000-15000",Bodrum - Gündoğan ,"48 km, Milas HA ",Denize Sıfır,Özel Plaj,Var,"1","1","1","1","1","1","0","2","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","1","1","0","1","1"
254,Cocos The Club Solto,"26.950,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11477/1050X700/tsr11477638484480739849020.jpg,"","25000-27000",Çeşme - Alaçatı ,"90 km, Adnan Menderes HA ",Denize Sıfır,Mavi Bayraklı Plaj,Var,"1","1","1","1","1","1","1","2","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","1","1","0","0","0"
38,La Blanche Resort Spa Hotel,"15.576,30 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01522/1050X700/tsr01522638089692818340024.jpg,"7,9","15000-17000",Bodrum - Turgutreis ,"50 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Plaj,Yok,"4","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","0","1","0","0","1","0","1","1","1","1","1"
255,Cooks Club Alanya +12 Adult Only,"15.264,37 TL",,"","15000-17000","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
75,Trendy Palm Beach,"23.906,25 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01688/1050X700/tsr01688637250738340315694.jpg,"7,5","23000-25000",Antalya - Side-Kumköy ,"60 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"3","1","1","1","2","1","1","3","1","0","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","0"
194,Seaden Valentine Resort Spa,"43.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06742/1050X700/tsr06742638387671339367556.jpg,"",+33000,Antalya - Side ,"64 km, Antalya HA ","100 - 200 Metre Arası",Mavi Bayraklı Özel Plaj,Yok,"3","1","1","1","2","1","0","3","0","0","1","1","1","1","1","0","1","0","1","1","0","0","1","0","1","1","1","0","0"
58,Saphir Hotel,"19.875,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00320/1050X700/tsr00320637299836967997320.jpg,"8","19000-21000",Antalya - Alanya-Konaklı ,"110 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"1","1","1","1","2","1","1","3","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1"
341,Asfiya Loft Apartments,"10.456,53 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13713/1050X700/tsr13713638416346546500751.jpg,"","9000-11000",Antalya - Kalkan ,"125 km, Dalaman ","300 - 400 Metre Arası",Özel Plaj,Yok,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
340,Arya Apart,"7.676,97 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13020/1050X700/tsr13020638385004543835571.jpg,"","7000-9000",Antalya - Lara ,"10 km, Antalya ","600 - 750 Metre Arası",Özel Plaj,Yok,"0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
339,Alanya Sunset Hotels,"9.276,66 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13887/1050X700/tsr13887638471480589893834.jpg,"","9000-11000",Antalya - Alanya ,"114 km, Antalya ","400 - 500 Metre Arası",Yok,Yok,"0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1"
338,İrem Garden Hotel,"6.280,20 TL",https://cdn.tatilsepeti.com/Files/TesisResim/07774/tsr07774637044886417632178.jpg,"7","5000-7000",Antalya - Side ,"65 km, Antalya HA ","600 - 750 Metre Arası",Özel Plaj,Yok,"1","0","1","1","1","0","0","2","1","0","1","1","1","1","1","1","0","0","1","0","0","1","1","0","1","1","1","1","1"
342,Bahçe Apart,"16.847,06 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10269/1050X700/tsr10269637287896434462486.jpg,"","15000-17000",Antalya - Kaş ,"165 km, Dalaman ","750 Metre ve Üzeri",Yok,Yok,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
39,Laguna Beach Alya Resort Spa,"20.249,99 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05764/1050X700/tsr05764638204330979614303.jpg,"8,3","19000-21000",Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ","100 - 200 Metre Arası",Özel Plaj,Yok,"1","0","1","1","4","0","0","4","1","0","1","0","1","1","1","1","1","0","1","0","0","0","1","0","0","1","1","1","0"
343,Bella Rose Apart Hotel,"6.115,73 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13602/1050X700/tsr13602638372959268925291.jpg,"","5000-7000",Antalya - Alanya ,"35 km, Antalya ","400 - 500 Metre Arası",Mavi Bayraklı Halk Plajı,Yok,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0"
17,Club Paradiso,"14.535,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00317/1050X700/tsr00317637698264083083232.jpg,"8,1","13000-15000",Antalya - Alanya-Kestel ,"130 km, Antalya HA ","750 Metre ve Üzeri",Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","3","1","1","8","1","0","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
345,Çiçek Apart Otel,"7.002,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10328/1050X700/tsr10328637048469644739966.jpg,"","7000-9000",Didim - Altınkum ,"65 km, Milas ","200 - 300 Metre Arası",Yok,Yok,"0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
76,Turunç Premium Hotel,"17.550,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04840/1050X700/tsr04840637713008919387060.jpg,"8,8","17000-19000",Marmaris - Turunç ,"120 km, Dalaman HA ",Denize Sıfır,Özel Plaj,Var,"1","1","1","1","1","1","1","5","0","0","0","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","1","1","1"
256,Costa Farilya Special Class Hotel Bodrum,"17.280,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05843/1050X700/tsr05843638466254111098638.jpg,"8,6","17000-19000",Bodrum - Gündoğan ,"48 km, Bodrum Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"1","0","1","1","1","0","0","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","0","1","1","1","1","0"
59,Saphir Resort Spa,"25.175,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01661/1050X700/tsr01661637139190731390280.jpg,"8,6","25000-27000",Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","2","1","1","5","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","0","1","1","1","1","1"
529,Hakan Otel Bodrum,"9.000,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/08214/tsr08214636843798033660715.jpg,"","7000-9000",Bodrum - Bitez ,"40 km, Milas HA ","50 Metreye Kadar",Özel Plaj,Yok,"1","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
