"id","otel_ad","fiyat","imageURL","score","fiyat_araligi","bolge","hava_alanina_uzakligi","denize_uzakligi","plaj","iskele","a_la_carte_restoran","asansor","acik_restoran","kapali_restoran","acik_havuz","kapali_havuz","bedensel_engelli_odasi","bar","su_kaydiragi","balo_salonu","kuafor","otopark","market","sauna","doktor","beach_voley","fitness","canli_eglence","wireless_internet","animasyon","sorf","parasut","arac_kiralama","kano","spa","masaj","masa_tenisi","cocuk_havuzu","cocuk_parki"
232,Kaya Prestige Hotel,"26.926,33 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02267/1050X700/tsr02267637351623746725695.jpg,"6","25000-27000",İzmir - Konak ,"17 km, Adnan Menderes HA ","600 - 750 Metre Arası",Yok,Yok,"1","1","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
581,My Dream Alaçatı,"15.500,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11199/1050X700/tsr11199637310388997356144.jpg,"","15000-17000",Çeşme - Alaçatı ,"68 km, Adnan Menderes HA ",No Info,Halk Plajı,Yok,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
580,Motif Hotel Çeşme,"14.483,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12061/1050X700/tsr12061637761236096688832.jpg,"","13000-15000",Çeşme - Çeşme Merkez ,"89 km, Adnan Menderes HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
582,Naturella Apart Hotel,"7.500,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12175/1050X700/tsr12175637867543582888357.jpg,"","7000-9000",Antalya - Kemer ,"No Info km, No Info","600 - 750 Metre Arası",Özel Plaj,Yok,"1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
231,Karaca Hotel,"17.241,20 TL",https://cdn.tatilsepeti.com/Files/TesisResim/02305/tsr02305636122241328272856.jpg,"9","17000-19000",İzmir - Alsancak ,"18 km, Adnan Menderes HA ","300 - 400 Metre Arası",Yok,Yok,"0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
578,Mono Life Hotel,"18.700,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13530/1050X700/tsr13530638350640787395595.jpg,"","17000-19000",İzmir - Bayraklı ,"18 km, Adnan Menderes ",Uygun Değil,Yok,Yok,"0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
115,Prenses Sealine Beach Hotel,"4.012,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11802/1050X700/tsr11802638226144174795524.jpg,"8,1",+33000,Antalya - Belek-Boğazkent ,"35 km, Antalya HA ","200 - 300 Metre Arası",Halk Plajı,Yok,"0","0","1","0","1","0","0","1","0","0","1","0","0","1","0","0","0","1","1","0","0","0","1","0","1","1","1","1","0"
308,Mert Seaside Hotel,"7.875,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06850/1050X700/tsr06850637092449324781022.jpg,"8,2","7000-9000",Marmaris - Siteler ,"95 km, Dalaman HA ","50 Metreye Kadar",Halk Plajı,Yok,"0","0","1","1","1","0","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
233,Kleopatra Arsi Hotel,"15.526,05 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04794/1050X700/tsr04794638180415904819418.jpg,"6,9","15000-17000",Antalya - Alanya ,"125 km, Antalya ","50 - 100 Metre Arası",Özel Plaj,Yok,"0","1","1","0","1","0","0","1","0","0","1","0","1","1","1","0","0","0","1","0","0","0","1","0","1","1","1","1","0"
579,Morino Alaçatı,"12.211,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13147/1050X700/tsr13147638205308332705927.jpg,"","11000-13000",Çeşme - Alaçatı ,"67 km, Adnan Menderes ",No Info,Yok,Yok,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
584,Odabaşı Su Alaçatı,"9.750,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12387/1050X700/tsr12387637878914053685424.jpg,"","9000-11000",Çeşme - Alaçatı ,"No Info km, No Info",No Info,Halk Plajı,Yok,"0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
583,Numa Port Hotel,"11.280,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12967/1050X700/tsr12967638300311818796540.jpg,"","11000-13000",Antalya - Alanya ,"40 km, Gazipaşa HA ","300 - 400 Metre Arası",Yok,Yok,"1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0"
585,Olympos Çınar Hotel,"10.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13838/1050X700/tsr13838638459309118256654.jpg,"","9000-11000",Antalya - Olimpos ,"110 km, Antalya ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","1"
116,The X Belek,"18.553,38 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13057/1050X700/tsr13057638262477272134180.jpg,"8,1","17000-19000",Antalya - Belek-Serik ,"27 km, Antalya HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"4","0","1","1","1","1","0","4","1","0","1","0","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","0"
117,Antique Roman Palace +16,"11.137,50 TL",,"","11000-13000","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
23,Crystal Palace Luxury Resort Spa,"25.312,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02958/1050X700/tsr02958638472178258802507.jpg,"8,5","25000-27000",Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Plaj,Yok,"5","1","4","4","2","1","1","10","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
180,Martı La Perla,"14.784,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00150/1050X700/tsr00150638181118816314957.jpg,"7,3","13000-15000",Marmaris - İçmeler ,"105 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"1","1","1","1","1","0","1","2","0","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","0","0"
1,Adalya Elite Lara,"25.949,70 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05912/1050X700/tsr05912638327430970887949.jpg,"8,8","25000-27000",Antalya - Lara-Kundu ,"10 km, Antalya HA ","50 - 100 Metre Arası",Mavi Bayraklı Özel Plaj,Var,"5","1","1","1","2","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
43,Luna Blanca Resort Spa,"33.750,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04835/1050X700/tsr04835638411707291737515.jpg,"7,6",+33000,Antalya - Side-Kumköy ,"65 km, Antalya HA ","200 - 300 Metre Arası",Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","2","1","1","3","1","0","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1"
61,Sealife Buket Beach Hotel,"13.657,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04235/1050X700/tsr04235637310080166813173.jpg,"8,2","13000-15000",Antalya - Alanya-Okurcalar ,"92 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","1","1","1","5","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
309,Meryem Ana,"5.872,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03475/1050X700/tsr03475638439303660008461.jpg,"8,2","5000-7000",Didim - Altınkum ,"75 km, Milas HA ",No Info,Halk Plajı,Yok,"0","1","1","1","1","0","1","1","0","0","0","1","1","1","1","0","0","1","1","1","0","0","0","0","0","1","0","1","1"
234,Marvida Hotel Akman Park,"14.820,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02388/1050X700/tsr02388638131167593237056.jpg,"8,4","13000-15000",Antalya - Kemer-Çamyuva ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"1","0","1","1","1","0","0","1","1","0","0","0","1","1","1","0","1","0","1","1","0","0","1","0","1","1","0","1","1"
310,Miranda Moral Beach Hotel,"5.625,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12309/1050X700/tsr12309637856232055793612.jpg,"","5000-7000",Antalya - Kemer ,"No Info km, No Info",No Info,Halk Plajı,Yok,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
588,Park Hotel Rooms Apart,"6.075,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13476/1050X700/tsr13476638417323555471794.jpg,"","5000-7000",Antalya - Kaleiçi ,"15 km, Antalya ","50 Metreye Kadar",Yok,Yok,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
311,Monza House Otel,"20.061,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10376/1050X700/tsr10376637057215359998320.jpg,"","19000-21000",İzmir - Seferihisar ,"60 km, Adnan Menderes HA ","750 Metre ve Üzeri",Yok,Yok,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
235,Mia City Hotel,"17.877,86 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07087/1050X700/tsr07087637337010994558528.jpg,"9","17000-19000",İzmir - Gaziemir ,"No Info km, No Info",Uygun Değil,Yok,Yok,"1","1","1","1","0","0","1","0","0","0","0","1","0","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0"
2,Adalya Ocean Deluxe,"26.362,56 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04860/1050X700/tsr04860638399758446198153.jpg,"8,8","25000-27000",Antalya - Side-Evrenseki ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"3","1","1","1","1","1","1","3","1","0","1","0","0","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
312,Myra Hotel,"5.220,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02149/1050X700/tsr02149638455909421144889.jpg,"6,5","5000-7000",Marmaris - Siteler ,"90 km, Dalaman HA ","200 - 300 Metre Arası",Halk Plajı,Yok,"0","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0"
118,Astoria Hotel,"10.387,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02618/1050X700/tsr02618637347403451701140.jpg,"7,1","9000-11000",Antalya - Kemer-Merkez ,"55 km, Antalya HA ","200 - 300 Metre Arası",Özel Plaj,Yok,"0","1","1","1","1","1","1","2","0","0","0","0","0","1","1","0","1","0","1","1","0","0","0","0","1","1","1","1","1"
44,Lykia World Antalya,"11.145,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01723/1050X700/tsr01723637465679729503255.jpg,"7,7","11000-13000",Antalya - Belek-Boğazkent ,"50 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"5","1","1","1","6","2","1","5","1","0","1","1","1","1","1","0","1","1","1","1","0","0","0","1","1","0","1","1","1"
24,Crystal Sunset Luxury,"22.500,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03637/1050X700/tsr03637638468055150542439.jpg,"8","21000-23000",Antalya - Side-Kumköy ,"60 km, Antalya HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"6","1","1","1","4","2","1","13","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
62,Seher Resort Spa,"13.640,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01960/1050X700/tsr01960637344892672324230.jpg,"7,7","13000-15000",Antalya - Side ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","1","1","1","4","1","0","1","0","1","1","1","1","1","1","1","1","0","0","1","0","1","1","0","1","0"
181,Martı Myra,"17.440,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00038/1050X700/tsr00038638477379748412407.jpg,"8,1","17000-19000",Antalya - Kemer-Tekirova ,"70 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"5","1","1","1","7","1","1","6","1","0","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1"
119,Celeste Bella Luxury Hotel Spa,"12.861,16 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12274/1050X700/tsr12274638435927549531501.jpg,"","11000-13000",Bodrum - Ortakent-Yahşi-Ortakent ,"47 km, Milas HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"1","1","1","1","1","0","0","2","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","1","1","1","0","0"
63,Selene Beach Spa Hotel,"24.590,42 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10516/1050X700/tsr10516638149157704659767.jpg,"9,3","23000-25000",Antalya - Alanya-Türkler ,"105 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"1","1","1","1","1","0","0","2","0","0","1","1","0","1","1","0","1","0","1","1","0","0","1","0","0","1","0","0","0"
3,Adam Eve,"29.906,25 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01620/1050X700/tsr01620638364315005993926.jpg,"7,3","29000-31000",Antalya - Belek-İskele ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"7","1","1","1","5","1","1","7","1","0","1","1","0","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0","0"
121,Hoşça Kal Alaçatı,"14.050,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/09913/1050X700/tsr09913638230393568611755.jpg,"","13000-15000",Çeşme - Alaçatı ,"No Info km, No Info",No Info,Halk Plajı,Yok,"0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
236,Motto Premium Hotel Spa,"7.224,96 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/09042/1050X700/tsr09042638202937255075640.jpg,"8,5","7000-9000",Marmaris - Siteler ,"90 km, Dalaman ","50 Metreye Kadar",Özel Plaj,Yok,"1","1","0","1","1","1","0","2","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","1","1","0","1","1"
25,Crystal Waterworld Resort Spa,"7.827,04 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03636/1050X700/tsr03636638472370453926300.jpg,"8,1","7000-9000",Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"11","1","1","1","4","2","0","13","1","0","1","1","1","1","1","1","1","0","1","1","1","0","1","1","1","1","0","1","1"
313,Özlem Garden Hotel,"27.200,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04395/1050X700/tsr04395638399014473339839.jpg,"9,7","27000-29000",Antalya - Side ,"64 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"0","0","1","1","1","0","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","1","0","1","1","1","1","0"
45,Martı Resort Hotel,"18.637,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00147/1050X700/tsr00147638427524958861970.jpg,"7,7","17000-19000",Marmaris - İçmeler ,"105 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","3","1","1","5","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1"
46,Marvida Family Eco (Ex. Otium Family Eco Club),"19.061,25 TL",,"","19000-21000","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
80,Hedef Resort Hotel Spa,"11.056,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01635/1050X700/tsr01635637329143702480677.jpg,"7,2","11000-13000",Antalya - Alanya-Konaklı ,"110 km, Antalya HA ","100 - 200 Metre Arası",Özel Plaj,Var,"3","1","1","1","2","1","1","3","1","0","1","0","0","1","1","1","0","0","1","1","0","0","1","0","1","1","1","1","1"
120,Club Mermaid Village,"6.420,95 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02532/1050X700/tsr02532637334331868126951.jpg,"6,9","5000-7000",Antalya - Alanya-Türkler ,"110 km, Antalya HA ","500 - 600 Metre Arası",Özel Plaj,Yok,"1","1","1","1","3","1","0","4","1","0","1","1","1","1","1","0","1","0","1","1","0","0","1","0","0","1","1","1","1"
475,Lavender Otel,"5.200,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11482/1050X700/tsr11482637568919855862594.jpg,"7,4","5000-7000",Çeşme - Çeşme Merkez ,"97 km, Adnan Menderes ","50 Metreye Kadar",Yok,Yok,"0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
182,Mirage World Hotel,"13.230,53 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01847/1050X700/tsr01847638089655792571561.jpg,"8,5","13000-15000",Marmaris - İçmeler ,"90 km, Dalaman ","50 - 100 Metre Arası",Özel Plaj,Yok,"0","1","1","1","4","0","1","3","1","0","1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","1","1"
314,Pearly Hotel,"20.341,25 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12824/1050X700/tsr12824638083708480665776.jpg,"","19000-21000",Antalya - Konyaaltı ,"20 km, Antalya ","50 Metreye Kadar",Yok,Yok,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
474,Lara Garden Hotel,"5.582,40 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12071/1050X700/tsr12071637768511907044109.jpg,"8","5000-7000",Antalya - Lara ,"10 km, Antalya HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"0","1","1","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
122,Museum Resort Spa,"12.136,83 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12031/1050X700/tsr12031638048998498361177.jpg,"7,3","11000-13000",Bodrum - Bodrum Merkez-Azmakbaşı ,"35 km, Milas HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"0","0","0","1","1","0","0","1","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","0"
4,Adin Beach Hotel,"31.740,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03168/1050X700/tsr03168638271874859002487.jpg,"7,6","29000-33000",Antalya - Alanya-İncekum ,"105 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"3","1","1","2","6","2","1","0","1","0","1","1","1","1","1","0","1","0","1","1","1","1","1","1","0","1","1","1","1"
237,Nashira City Resort Hotel,"15.043,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12462/1050X700/tsr12462638017930225642559.jpg,"7,8","15000-17000",Antalya - Antalya Merkez ,"18 km, Antalya HA ","750 Metre ve Üzeri",Halk Plajı,Yok,"1","1","1","1","1","0","0","3","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0"
26,Çenger Beach Resort Spa,"56.742,26 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03119/1050X700/tsr03119637842359559401808.jpg,"7,9",+33000,Antalya - Side-Kızılot ,"90 km, Antalya HA ","100 - 200 Metre Arası",Mavi Bayraklı Özel Plaj,Yok,"2","1","1","1","1","1","1","4","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","0"
47,Megasaray Club Belek,"43.902,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00281/1050X700/tsr00281638222653083485025.jpg,"8,7",+33000,Antalya - Belek-Serik ,"29 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"2","1","4","2","3","1","0","4","1","1","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
64,Sensitive Premium Resort Spa,"13.820,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06173/1050X700/tsr06173638360788296634160.jpg,"7,1","13000-15000",Antalya - Belek-Boğazkent ,"40 km, Antalya HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"3","1","1","1","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
183,Mylome Luxury Hotel Resort,"21.238,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/10616/1050X700/tsr10616637338813015222409.jpg,"7,4","21000-23000",Antalya - Alanya-Okurcalar ,"90 km, Antalya HA ",Denize Sıfır,Özel Plaj,Var,"5","1","1","1","3","1","0","7","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
123,Ramitos Hotel Turunç,"14.700,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13316/1050X700/tsr13316638255500344815789.jpg,"","13000-15000",Marmaris - Turunç ,"120 km, Dalaman HA ","750 Metre ve Üzeri",Özel Plaj,Yok,"1","1","1","1","1","0","0","2","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0"
238,Olbia Hotel,"15.087,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04718/1050X700/tsr04718637333705953057715.jpg,"8,6","15000-17000",Antalya - Konyaaltı ,"20 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Halk Plajı,Yok,"0","1","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
5,Alaiye Resort Spa,"13.755,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01806/1050X700/tsr01806637245514100239477.jpg,"8,3","13000-15000",Antalya - Alanya-Türkler ,"105 km, Antalya HA ","50 - 100 Metre Arası",Özel Plaj,Yok,"3","1","3","2","4","1","0","6","1","0","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","1"
125,Flora Bodrum Hotel,"10.808,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00523/1050X700/tsr00523638427283207480779.jpg,"7,4","9000-11000",Bodrum - Gümbet ,"35 km, Milas ","50 - 100 Metre Arası",Halk Plajı,Yok,"1","0","1","1","1","0","1","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0"
27,D Maris Bay,"20.769,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03011/1050X700/tsr03011638454915772386068.jpg,"7,6","19000-21000",Marmaris - Hisarönü-Datça Yolu ,"130 km, Dalaman HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,Var,"5","1","0","1","2","1","1","10","0","1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","1","0","1","1"
124,Side Su Hotel,"11.386,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06817/tsr06817636194708784126822.jpg,"","11000-13000",Antalya - Side ,"60 km, Antalya HA ","200 - 300 Metre Arası",Özel Plaj,Yok,"0","1","1","0","3","0","1","3","0","0","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","0"
48,Meridia Beach Hotel,"45.225,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08514/1050X700/tsr08514637335353842924103.jpg,"8,7",+33000,Antalya - Alanya-Okurcalar ,"76 km, Gazipaşa HA ","100 - 200 Metre Arası",Mavi Bayraklı Özel Plaj,Yok,"1","1","1","1","1","1","1","6","1","0","0","1","1","1","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1"
239,Optimum Luxury Hotel,"9.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12710/1050X700/tsr12710638031728997531790.jpg,"","7000-9000",Antalya - Lara ,"10 km, Antalya ","500 - 600 Metre Arası",Halk Plajı,Yok,"1","1","1","1","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0"
179,Linda Resort Hotel,"14.573,24 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00302/1050X700/tsr00302637251490977585947.jpg,"8,5","13000-15000",Antalya - Side-Titreyengöl ,"70 km, Antalya HA ","500 - 600 Metre Arası",Mavi Bayraklı Özel Plaj,Yok,"0","1","1","1","1","1","0","1","1","0","1","0","1","1","1","0","1","0","1","1","0","0","0","0","1","1","0","1","1"
65,Sentido Kamelya Fulya Hotel,"27.331,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05938/1050X700/tsr05938637419954296971346.jpg,"8,7","27000-29000",Antalya - Side-Çolaklı ,"55 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"5","1","1","1","8","4","0","6","1","0","1","1","1","1","1","1","1","1","1","1","0","0","1","0","1","1","1","1","1"
315,Prima Hotel Lara,"6.168,55 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01730/1050X700/tsr01730638454161062419339.jpg,"","5000-7000",Antalya - Lara-Lara Yolu ,"15 km, Antalya HA ","300 - 400 Metre Arası",Halk Plajı,Var,"0","1","1","1","1","1","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","1","0"
184,Narcia Resort,"14.902,50 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02771/1050X700/tsr02771638186218924206254.jpg,"8,3","13000-15000",Antalya - Side-Kumköy ,"55 km, Antalya HA ","300 - 400 Metre Arası",Yok,Yok,"2","1","1","1","0","1","1","4","1","0","1","1","1","1","1","0","0","0","1","0","0","0","0","0","0","1","1","1","1"
126,Malibu Resort Hotel,"9.052,55 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08305/1050X700/tsr08305638186264432541279.jpg,"8","9000-11000",Antalya - Kemer-Kiriş ,"70 km, Antalya HA ","300 - 400 Metre Arası",Özel Plaj,Yok,"0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","1","1","1"
6,Alarcha Hotels Resorts,"10.204,60 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11626/1050X700/tsr11626637726575569489337.jpg,"7,8","9000-11000",Antalya - Side-Örenşehir ,"100 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"2","1","1","1","1","1","1","4","1","0","1","1","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","0"
133,La Kumsal Hotel +12,"27.592,96 TL",,"","27000-29000","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
28,Hotel Terrace Beach Resort,"19.064,97 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00901/1050X700/tsr00901637539191416312201.jpg,"8,7","19000-21000",Antalya - Side-Kumköy ,"60 km, Antalya HA ",Denize Sıfır,Özel Plaj,Yok,"2","1","1","1","1","1","1","3","1","0","1","0","1","1","1","1","1","0","1","1","0","0","1","0","1","1","1","1","0"
