otel_ad,fiyat,Predicted Price,Price Difference,Fair Price Range,Fair Price Percentage,bar,a_la_carte_restoran,plaj,acik_havuz,kapali_havuz,fitness,iskele,acik_restoran,sauna,animasyon,kuafor,spa,masa_tenisi,market,su_kaydiragi,beach_voley,doktor,otopark,wireless_internet,sorf,kapali_restoran,kano,cocuk_parki,arac_kiralama,balo_salonu,masaj,cocuk_havuzu,parasut,denize_uzakligi
Club Marco Polo,33660.0,15604.9,18055.1,Significantly Overpriced,- 53.64,4,3,2.0,6,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Annabella Diamond Hotel Spa,11178.0,13222.4,-2044.4,Overpriced (Underpriced),+ 18.29,1,1,2.0,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0.0
Arsi Enfi City Beach Hotel,11262.2,12535.2,-1273.0,Overpriced (Underpriced),+ 11.3,1,0,2.0,1,0,0,,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0.0
Hotel Maison Vourla,16800.0,11356.0,5444.0,Significantly Overpriced,- 32.4,0,0,2.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,100.0
Ananas Hotel,11560.0,14101.1,-2541.1,Significantly Overpriced (Underpriced),+ 21.98,5,0,2.0,2,0,1,,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0.0
Can Garden Beach Hotel,18626.0,13161.1,5464.9,Significantly Overpriced,- 29.34,1,1,2.0,1,0,1,,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0.0
Umayra Hotel,7508.1,11695.2,-4187.1,Significantly Overpriced (Underpriced),+ 55.77,0,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Anemon Çiğli Hotel,14060.0,12310.5,1749.5,Overpriced,- 12.44,1,0,2.0,0,1,1,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.0
Arbatt Marmaris,8820.0,12068.8,-3248.8,Significantly Overpriced (Underpriced),+ 36.83,1,1,2.0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,100.0
Villa Asoa,9464.2,8919.4,544.8,Slight Overpriced,- 5.76,1,0,2.0,1,0,0,,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,750.0
Cape Bodrum Luxury Hotel Beach,46080.0,14063.5,32016.5,Significantly Overpriced,- 69.48,3,2,2.0,1,1,1,,1,1,0,1,1,0,0,0,0,1,1,1,0,2,0,0,1,0,1,1,0,0.0
11 Oda Boutique Pension ( +12 Oteli ),25300.0,11550.1,13749.9,Significantly Overpriced,- 54.35,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Bells Beach Hotel,6000.0,11607.0,-5607.0,Significantly Overpriced (Underpriced),+ 93.45,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Santa Marina Hotel,6600.0,12570.0,-5970.0,Significantly Overpriced (Underpriced),+ 90.45,2,1,2.0,1,0,0,,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,100.0
Begonvil Pansiyon Şirince,5287.0,11580.6,-6293.6,Significantly Overpriced (Underpriced),+ 119.04,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0
Mavi Cennet Camping Pansiyon,2800.0,12012.2,-9212.2,Significantly Overpriced (Underpriced),+ 329.01,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Green Paradise Hotel,5742.8,12129.4,-6386.6,Significantly Overpriced (Underpriced),+ 111.21,0,0,2.0,0,0,0,,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0.0
Beta Guesthouse,5846.4,10249.4,-4403.0,Significantly Overpriced (Underpriced),+ 75.31,0,0,-1.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,200.0
Lord Hotel,10000.0,12078.2,-2078.2,Significantly Overpriced (Underpriced),+ 20.78,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,100.0
Hotel Pirat,8968.1,12143.3,-3175.2,Significantly Overpriced (Underpriced),+ 35.41,1,1,-1.0,1,0,0,,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0
Deruni Ilıca Otel,11600.0,9235.5,2364.5,Significantly Overpriced,- 20.38,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,600.0
Finike Sever Otel,3000.0,10638.9,-7638.9,Significantly Overpriced (Underpriced),+ 254.63,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,100.0
Casablanca Beach +12,11186.0,11550.1,-364.1,Fair (Underpriced),+ 3.25,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Gödence Hotel Restoran,7920.0,12126.1,-4206.1,Significantly Overpriced (Underpriced),+ 53.11,1,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0
Hedefbeyt Hotel Resort Spa,9720.0,12315.3,-2595.3,Significantly Overpriced (Underpriced),+ 26.7,1,1,-1.0,2,2,0,,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,100.0
Hoyran Wedre Köy Evleri,19493.5,11799.9,7693.6,Significantly Overpriced,- 39.47,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Khans Bb Hotel,10800.0,10618.8,181.2,Fair,- 1.68,1,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0
Club Grand Side Amazon Water World,26622.9,14074.3,12548.6,Significantly Overpriced,- 47.13,5,3,2.0,2,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,300.0
Hotel Warszawski Alaçatı,9208.0,11010.1,-1802.1,Overpriced (Underpriced),+ 19.57,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Sunway Hotel Marmaris,7058.8,11848.0,-4789.2,Significantly Overpriced (Underpriced),+ 67.85,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0
Club Beyy Resort Hotel,7660.8,11861.6,-4200.8,Significantly Overpriced (Underpriced),+ 54.84,0,0,2.0,0,0,0,,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Sava Hotel,6356.7,11678.4,-5321.7,Significantly Overpriced (Underpriced),+ 83.72,1,1,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,50.0
Tourist Hotel,6479.7,11730.4,-5250.7,Significantly Overpriced (Underpriced),+ 81.03,1,0,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,100.0
Merhaba Pansiyon,4800.0,10644.2,-5844.2,Significantly Overpriced (Underpriced),+ 121.75,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100.0
Halikarnas Pansiyon,6400.0,10914.0,-4514.0,Significantly Overpriced (Underpriced),+ 70.53,0,0,-1.0,0,0,0,,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,100.0
Mystic Konak,6000.0,11663.9,-5663.9,Significantly Overpriced (Underpriced),+ 94.4,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Hera Hotel Kaş,10800.0,13766.9,-2966.9,Significantly Overpriced (Underpriced),+ 27.47,3,2,2.0,1,0,1,,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0.0
Club Sun Heaven Family Hotel,12542.4,12779.0,-236.6,Fair (Underpriced),+ 1.89,1,1,2.0,2,1,1,,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,100.0
Olimpos Vadi Otel,12000.0,8845.3,3154.7,Significantly Overpriced,- 26.29,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,750.0
Alaroof Butik Otel,16000.0,8670.6,7329.4,Significantly Overpriced,- 45.81,1,1,-1.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,750.0
Vesta Fuar Hotel,6000.0,12408.2,-6408.2,Significantly Overpriced (Underpriced),+ 106.8,1,1,2.0,0,0,0,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.0
Valeri Beach Hotel,13872.3,12954.0,918.3,Slight Overpriced,- 6.62,1,0,2.0,1,1,1,,2,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0.0
Titan House Hostel,1400.0,11550.1,-10150.1,Significantly Overpriced (Underpriced),+ 725.01,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Vesta Liman Otel,6000.0,12179.7,-6179.7,Significantly Overpriced (Underpriced),+ 102.99,1,1,2.0,0,0,0,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,50.0
Huma Elit Hotel Lara,10000.0,8522.7,1477.3,Overpriced,- 14.77,0,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,750.0
Örsmaris Boutique Hotel,7933.3,12687.3,-4754.0,Significantly Overpriced (Underpriced),+ 59.92,1,1,2.0,2,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0.0
Sheriff Pansiyon,7200.0,10110.1,-2910.1,Significantly Overpriced (Underpriced),+ 40.42,1,1,-1.0,0,0,0,,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,400.0
Cornelia Diamond Golf Resort Spa,17544.0,14226.8,3317.2,Overpriced,- 18.91,1,5,2.0,1,1,1,,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0.0
Hotel Babaylon,16380.0,13356.2,3023.8,Overpriced,- 18.46,3,0,2.0,1,0,0,,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0.0
Kaş Olympos Mocamp,9746.9,11010.1,-1263.2,Overpriced (Underpriced),+ 12.96,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Kadirs Tree Houses,10800.0,9071.6,1728.4,Overpriced,- 16.0,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,750.0
Amos Hotel,8342.4,12438.7,-4096.3,Significantly Overpriced (Underpriced),+ 49.1,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0
Yalıhan Aspendos Hotel,16495.2,13753.9,2741.3,Overpriced,- 16.62,3,1,2.0,1,0,1,,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0.0
Exporoyal Hotel,3153.4,8173.6,-5020.2,Significantly Overpriced (Underpriced),+ 159.2,1,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,750.0
Hotel Bleu Nuit,7770.0,11900.3,-4130.3,Significantly Overpriced (Underpriced),+ 53.16,0,0,2.0,2,0,0,,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,50.0
Tuthaliya Boutique Hotel,7200.0,8150.2,-950.2,Overpriced (Underpriced),+ 13.2,0,1,-1.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Kemer Manastır Hotel,10000.0,11010.1,-1010.1,Overpriced (Underpriced),+ 10.1,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Yalıyanı Pansiyon,6400.0,11341.1,-4941.1,Significantly Overpriced (Underpriced),+ 77.2,1,1,-1.0,0,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,100.0
Akkan Beach Hotel,10033.9,12196.4,-2162.5,Significantly Overpriced (Underpriced),+ 21.55,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0
Alaçatı Gerence Hotel By Lamira,6300.0,11010.1,-4710.1,Significantly Overpriced (Underpriced),+ 74.76,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Casa Dell’arte Hotel Of Arts Leisure,20647.4,11550.1,9097.3,Significantly Overpriced,- 44.06,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Hotel Sun Fire Beach,14696.5,12779.6,1916.9,Overpriced,- 13.04,1,0,2.0,1,0,1,,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0.0
Delta Hotels By Marriott Bodrum,16320.0,14164.5,2155.5,Overpriced,- 13.21,3,1,2.0,3,1,1,,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0.0
Leslion Hotel Turunç,8023.4,9864.8,-1841.4,Significantly Overpriced (Underpriced),+ 22.95,2,0,-1.0,2,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,500.0
La Boutique Hotel Suites,14389.3,13042.1,1347.2,Slight Overpriced,- 9.36,2,1,2.0,1,0,1,,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0.0
Akkan Luxury Hotel,13150.3,11772.7,1377.6,Overpriced,- 10.48,0,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,50.0
İncekum West Hotel,7936.8,13388.6,-5451.8,Significantly Overpriced (Underpriced),+ 68.69,3,0,2.0,1,1,1,,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0.0
Casamia Boutique Hotels,16000.0,12490.3,3509.7,Significantly Overpriced,- 21.94,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0.0
Side Sunberk Hotel,7590.0,11759.9,-4169.9,Significantly Overpriced (Underpriced),+ 54.94,1,0,2.0,1,0,0,,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,200.0
Diamond Elite Hotel Spa,19890.0,12818.9,7071.1,Significantly Overpriced,- 35.55,1,2,2.0,2,1,1,,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,200.0
Palmalife Hotel,21492.0,13758.5,7733.5,Significantly Overpriced,- 35.98,3,1,2.0,1,1,1,,4,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0.0
Kaya Prestige Hotel,13056.0,9360.5,3695.5,Significantly Overpriced,- 28.3,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,600.0
Casaoliva Alaçatı,18770.4,8823.7,9946.7,Significantly Overpriced,- 52.99,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,750.0
Mirada Exclusive Bodrum,33696.0,15342.9,18353.1,Significantly Overpriced,- 54.47,6,3,2.0,1,1,1,,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0.0
Palmetto Resort,32941.1,12108.1,20833.0,Significantly Overpriced,- 63.24,0,1,2.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Kleopatra Arsi Hotel,12178.3,12352.4,-174.1,Fair (Underpriced),+ 1.43,1,0,2.0,1,0,0,,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,50.0
Moonshine Hotel Suites,7499.6,10237.7,-2738.1,Significantly Overpriced (Underpriced),+ 36.51,0,1,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,300.0
Wa Çeşme Farm Hotel,6352.9,12513.5,-6160.6,Significantly Overpriced (Underpriced),+ 96.97,0,0,2.0,1,1,1,,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0.0
Diamond Premium Hotel Spa,20000.0,15545.7,4454.3,Significantly Overpriced,- 22.27,9,2,2.0,1,1,1,,3,1,1,1,1,1,1,1,1,0,1,1,0,3,0,1,1,0,1,1,0,200.0
Club Hotel Mirabell,12299.4,14047.9,-1748.5,Overpriced (Underpriced),+ 14.22,5,0,2.0,2,0,1,,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,50.0
Aelbistan Otel,4000.0,10417.7,-6417.7,Significantly Overpriced (Underpriced),+ 160.44,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,300.0
01 Nova Otel,6900.0,8595.4,-1695.4,Significantly Overpriced (Underpriced),+ 24.57,1,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,750.0
Doubletree By Hilton Antalya City Centre,22884.6,13063.4,9821.2,Significantly Overpriced,- 42.92,2,1,2.0,1,1,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,1,0,0.0
Alanya Beach Hotel,7600.0,12135.2,-4535.2,Significantly Overpriced (Underpriced),+ 59.67,2,1,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0
Costa Asmin Hotel,6668.0,8363.1,-1695.1,Significantly Overpriced (Underpriced),+ 25.42,1,0,-1.0,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,750.0
Akalia Suite Hotel Spa,5580.0,12793.3,-7213.3,Significantly Overpriced (Underpriced),+ 129.27,2,0,2.0,1,0,0,,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0.0
Papirus Hotel Adrasan,11818.4,10270.4,1548.0,Overpriced,- 13.1,1,1,-1.0,1,0,1,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,400.0
Doubletree By Hilton Bodrum Işıl Club All Inclusive Resort,20400.0,14959.6,5440.4,Significantly Overpriced,- 26.67,5,2,2.0,1,0,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0.0
Düşler Evim,7958.4,7812.2,146.2,Fair,- 1.84,0,0,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,750.0
Doria Hotel Yacht Club,62251.2,12603.0,49648.2,Significantly Overpriced,- 79.75,1,1,2.0,1,0,0,,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0
Değirmenburnu Residence,13236.6,10276.3,2960.3,Significantly Overpriced,- 22.36,1,0,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,300.0
Almena City Hotel,3476.0,11131.4,-7655.4,Significantly Overpriced (Underpriced),+ 220.24,0,1,-1.0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,100.0
Emens Hotel,11000.0,8453.3,2546.7,Significantly Overpriced,- 23.15,1,1,-1.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,750.0
Elysium Green Suites Lara,13296.4,9013.0,4283.4,Significantly Overpriced,- 32.21,0,1,2.0,1,0,1,,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,750.0
Palmea Hotel,7819.9,12487.6,-4667.7,Significantly Overpriced (Underpriced),+ 59.69,3,0,-1.0,1,0,1,,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,100.0
Elegance Hotel Marmaris,17722.8,14556.9,3165.9,Overpriced,- 17.86,4,2,2.0,2,0,1,,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0.0
Alanya Risus Park Hotel,5905.9,11739.4,-5833.5,Significantly Overpriced (Underpriced),+ 98.77,0,0,2.0,0,0,0,,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,100.0
Filizce Alaçatı,7000.0,11116.3,-4116.3,Significantly Overpriced (Underpriced),+ 58.8,0,0,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0
Falcon 1511,12800.0,11259.7,1540.3,Overpriced,- 12.03,0,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,100.0
En Vie Beach Boutique Hotel,10461.6,12326.8,-1865.2,Overpriced (Underpriced),+ 17.83,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0.0
Güllü Konak,23594.9,11934.9,11660.0,Significantly Overpriced,- 49.42,0,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.0
Pineta Park Deluxe Hotel,17640.0,11997.9,5642.1,Significantly Overpriced,- 31.98,3,1,-1.0,2,1,1,,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,300.0
Foça Antik Otel,11800.0,11838.1,-38.1,Fair (Underpriced),+ 0.32,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0.0
Ayhan Hotel Antalya,10811.7,8698.2,2113.5,Overpriced,- 19.55,1,0,2.0,0,0,0,,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,750.0
Emelda Sun Club,14400.0,16832.4,-2432.4,Overpriced (Underpriced),+ 16.89,9,4,2.0,2,0,1,,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0.0
Patara Prince Resort,8868.3,15513.7,-6645.4,Significantly Overpriced (Underpriced),+ 74.93,5,3,2.0,3,1,1,,3,1,0,1,1,1,1,0,0,1,1,1,1,3,0,1,1,0,1,1,1,0.0
Amossia Elite Otel,10567.0,11597.0,-1030.0,Slight Overpriced (Underpriced),+ 9.75,0,0,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
Bilkay Hotel,5100.0,11392.0,-6292.0,Significantly Overpriced (Underpriced),+ 123.37,1,1,-1.0,0,0,0,,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0
Belcan Hotel,2346.2,11688.7,-9342.5,Significantly Overpriced (Underpriced),+ 398.2,1,0,2.0,0,0,0,,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,100.0
Patron Hotel,7200.0,10356.2,-3156.2,Significantly Overpriced (Underpriced),+ 43.84,0,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,300.0
Ramada Encore By Wyndham İzmir,11969.3,12713.6,-744.3,Slight Overpriced (Underpriced),+ 6.22,1,1,2.0,0,0,1,,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0.0
Blue Bay Beach Hotel,7500.0,12765.5,-5265.5,Significantly Overpriced (Underpriced),+ 70.21,1,1,2.0,1,0,0,,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0.0
Fortezza Beach Resort,11815.2,14246.5,-2431.3,Significantly Overpriced (Underpriced),+ 20.58,5,0,2.0,1,0,1,,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,1,0,1,1,1,0.0
Casa Mimosa,20000.0,11688.2,8311.8,Significantly Overpriced,- 41.56,0,0,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.0
Candan City Beach Otel,10000.0,11281.7,-1281.7,Overpriced (Underpriced),+ 12.82,1,1,-1.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,100.0
Peninsula Gardens Hotel,28080.5,12352.1,15728.4,Significantly Overpriced,- 56.01,1,1,2.0,1,1,0,,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,100.0
Ramada Plaza By Wyndham İzmir,12780.0,9158.7,3621.3,Significantly Overpriced,- 28.34,1,1,2.0,0,0,1,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,750.0
Blue Marina Hotel Spa,7617.0,12275.7,-4658.7,Significantly Overpriced (Underpriced),+ 61.16,1,1,2.0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0
Can Adalya Palace Hotel,4968.3,8708.7,-3740.4,Significantly Overpriced (Underpriced),+ 75.29,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,750.0
Gümüldür Mavi Deniz Otel,15525.0,12318.6,3206.4,Significantly Overpriced,- 20.65,0,1,2.0,0,0,0,,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0.0
Club Marakesh Beach Kemer,5743.2,11951.3,-6208.1,Significantly Overpriced (Underpriced),+ 108.09,0,0,2.0,1,0,0,,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0.0
Club Sema Suite Hotel,13883.3,11070.0,2813.3,Significantly Overpriced,- 20.26,1,1,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,300.0
Çandarlı Resort Otel,5550.0,11726.0,-6176.0,Significantly Overpriced (Underpriced),+ 111.28,1,0,2.0,1,0,0,,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,100.0
Hidayetin Yeri Butik Otel,12000.0,12000.1,-0.1,Fair (Underpriced),+ 0.0,0,1,2.0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0
Belpoint Beach Hotel,5850.0,11298.3,-5448.3,Significantly Overpriced (Underpriced),+ 93.13,2,0,-1.0,1,0,0,,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,200.0
Petunya Konak Butik Otel,15196.0,8643.4,6552.6,Significantly Overpriced,- 43.12,1,1,-1.0,1,0,0,,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,750.0
