id,otel_ad,fiyat,imageurl,score,fiyat_araligi,bolge,hava_alanina_uzakligi,denize_uzakligi,plaj,iskele,a_la_carte_restoran,asansor,acik_restoran,kapali_restoran,acik_havuz,kapali_havuz,bedensel_engelli_odasi,bar,su_kaydiragi,balo_salonu,kuafor,otopark,market,sauna,doktor,beach_voley,fitness,canli_eglence,wireless_internet,animasyon,sorf,parasut,arac_kiralama,kano,spa,masaj,masa_tenisi,cocuk_havuzu,cocuk_parki,predicted_price,price_difference,fair_price_range,fair_price_percentage
448,Özlem Garden Hotel,"5.672,83 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04395/1050X700/tsr04395638399014473339839.jpg,"9,7","""5000-7000""",Antalya - Side ,"64 km, Antalya HA ",Denize Sıfır,Özel Plaj,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,12236.0,-6563.2,Significantly Overpriced (Underpriced),115.7
210,Notion Kesre Beach Hotel Spa,"17.570,52 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04887/1050X700/tsr04887638243509265503998.jpg,"8,1","""17000-19000""",İzmir - Özdere ,"40 km, Adnan Menderes HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,0,0,1,1,1,1,1,1,4,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,14007.5,3563.0,Significantly Overpriced,-20.28
129,Aurasia Deluxe Hotel,"7.688,59 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12927/1050X700/tsr12927638133665289533963.jpg,"7,9","""7000-9000""",Marmaris - Siteler ,"96 km, Dalaman HA ",50 - 100 Metre Arası,0,0,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12560.0,-4871.5,Significantly Overpriced (Underpriced),63.36
582,May Park Hotel,"6.588,24 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02275/1050X700/tsr02275638464493528023458.jpg,7,"""5000-7000""",İzmir - Konak ,"18 km, Adnan Menderes HA ",No Info,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12421.8,-5833.6,Significantly Overpriced (Underpriced),88.55
583,Mb City Hotel,"7.925,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07708/1050X700/tsr07708638411942503921913.jpg,8,"""7000-9000""",İzmir - Alsancak ,"No Info km, No Info",No Info,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12642.9,-4717.7,Significantly Overpriced (Underpriced),59.53
130,Dragut Point North Hotel,"7.468,43 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04292/1050X700/tsr04292638060075276850907.jpg,"6,9","""7000-9000""",Bodrum - Turgutreis ,"55 km, BodrumHA",Denize Sıfır,Özel Plaj,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,12616.6,-5148.2,Significantly Overpriced (Underpriced),68.93
15,Champion Holiday Village,"30.240,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06840/1050X700/tsr06840638264035980593475.jpg,"7,8","""29000-31000""",Antalya - Kemer-Beldibi ,"45 km, Antalya HA ",Denize Sıfır,Özel Plaj,1,2,1,1,1,1,0,1,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,14306.2,15933.8,Significantly Overpriced,-52.69
341,Ramada Hotel Suites İzmir Kemalpaşa,"12.806,40 TL",https://cdn.tatilsepeti.com/Files/TesisResim/05586/tsr05586635780080859410367.jpg,9,"""11000-13000""",İzmir - Kemalpaşa ,"38 km, Adnan Menderes HA ",750 Metre ve Üzeri,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9219.9,3586.5,Significantly Overpriced,-28.01
75,Yasmin Bodrum Resort,"13.323,10 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11419/1050X700/tsr11419637604797355036073.jpg,8,"""13000-15000""",Bodrum - Gümüşlük ,"50 km, Milas HA ",Denize Sıfır,Özel Plaj,1,1,1,1,1,1,0,1,5,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,14572.6,-1249.5,Slight Overpriced (Underpriced),9.38
752,Sea View Otel,"16.680,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04513/1050X700/tsr04513637341455020439425.jpg,,"""15000-17000""",Antalya - Kaş-Küçükçakıl Mevkii ,"160 km, Dalaman HA ",Denize Sıfır,0,0,1,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,12673.4,4006.6,Significantly Overpriced,-24.02
243,Xanadu Island Bodrum,"23.538,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02811/1050X700/tsr02811637469245591028048.jpg,"8,1","""23000-25000""",Bodrum - Akyarlar ,"50 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,1,2,0,1,1,2,1,1,7,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,15530.6,8007.4,Significantly Overpriced,-34.02
39,Limak Atlantis Deluxe Hotel Resort,"15.849,60 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00738/1050X700/tsr00738638452344194520331.jpg,"8,3","""15000-17000""",Antalya - Belek-İleribaşı ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,1,5,1,1,1,5,1,1,4,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,16121.7,-272.1,Fair (Underpriced),1.72
449,Reis Maris Hotel,"4.727,36 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11684/1050X700/tsr11684637903229810985214.jpg,,"""+33000""",Marmaris - Merkez ,"94 km, Dalaman ",100 - 200 Metre Arası,Halk Plajı,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10568.6,-5841.3,Significantly Overpriced (Underpriced),123.57
754,Serez Otel Alaçatı By La Mira,"8.500,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13062/1050X700/tsr13062638173274604868846.jpg,,"""7000-9000""",Çeşme - Alaçatı ,"90 km, Adnan Menderes ",750 Metre ve Üzeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8238.9,261.1,Fair,-3.07
131,Flora Bodrum Hotel,"9.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00523/1050X700/tsr00523638427283207480779.jpg,"7,4","""7000-9000""",Bodrum - Gümbet ,"35 km, Milas ",50 - 100 Metre Arası,Halk Plajı,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,11784.5,-2784.5,Significantly Overpriced (Underpriced),30.94
753,Selimhan Otel Selimiye,"15.292,00 TL",https://cdn.tatilsepeti.com/Files/TesisResim/06182/tsr06182635940964410519944.jpg,,"""15000-17000""",Marmaris - Selimiye ,"131 km, Dalaman HA ",No Info,Özel Plaj,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,12193.9,3098.1,Significantly Overpriced,-20.26
211,Pirate`s Beach Club,"20.790,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00066/1050X700/tsr00066637306169052766372.jpg,"8,9","""19000-21000""",Antalya - Kemer-Tekirova ,"70 km, Antalya HA ",200 - 300 Metre Arası,Özel Plaj,1,3,0,1,1,4,0,1,6,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,15092.7,5697.3,Significantly Overpriced,-27.4
342,Ramitos Hotel Turunç,"19.576,84 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13316/1050X700/tsr13316638255500344815789.jpg,,"""19000-21000""",Marmaris - Turunç ,"120 km, Dalaman HA ",750 Metre ve Üzeri,Özel Plaj,0,1,1,1,1,1,0,0,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,9699.7,9877.1,Significantly Overpriced,-50.45
132,Mio Mare Resort,"7.870,90 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12759/1050X700/tsr12759638090325543295130.jpg,"6,3","""7000-9000""",Bodrum - Akyarlar ,"55 km, Milas HA ",Denize Sıfır,Halk Plajı,0,2,0,1,1,1,0,0,2,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,13006.0,-5135.1,Significantly Overpriced (Underpriced),65.24
755,Side Erenler Hotel,"9.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/09766/1050X700/tsr09766637637541710535024.jpg,,"""7000-9000""",Antalya - Side ,"60 km, Antalya HA ",100 - 200 Metre Arası,Halk Plajı,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,11359.1,-2359.1,Significantly Overpriced (Underpriced),26.21
16,Club Paradiso,"27.900,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00317/1050X700/tsr00317637698264083083232.jpg,"8,1","""27000-29000""",Antalya - Alanya-Kestel ,"130 km, Antalya HA ",750 Metre ve Üzeri,Mavi Bayraklı Özel Plaj,0,2,1,1,1,3,1,1,8,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,12911.8,14988.2,Significantly Overpriced,-53.72
450,Relax Beach Hotel,"15.300,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12483/1050X700/tsr12483638326448295344635.jpg,"7,6","""15000-17000""",Antalya - Alanya ,"130 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,12368.4,2931.6,Overpriced,-19.16
40,Limak Lara Deluxe Hotel Resort,"18.707,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01540/1050X700/tsr01540638496346230003166.jpg,"7,7","""17000-19000""",Antalya - Lara-Kundu ,"13 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,1,4,1,1,1,3,1,1,8,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,16827.8,1879.4,Overpriced,-10.05
76,Adalya Resort Spa Adults Only,"29.907,36 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04859/1050X700/tsr04859637862477766264296.jpg,"7,3","""29000-31000""",Antalya - Side-Evrenseki ,"65 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,0,3,1,1,1,2,1,1,5,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,15385.0,14522.3,Significantly Overpriced,-48.56
756,Side Güneş Pansiyon,"6.210,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12822/1050X700/tsr12822638121377552561633.jpg,,"""5000-7000""",Antalya - Manavgat ,"No Info km, No Info",No Info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550.1,-5340.1,Significantly Overpriced (Underpriced),85.99
17,Club Side Coast Hotel,"29.440,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02478/1050X700/tsr02478638399793822551982.jpg,"7,6","""29000-31000""",Antalya - Side-Çolaklı ,"60 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,0,2,0,1,1,1,0,0,4,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,13042.4,16397.6,Significantly Overpriced,-55.7
343,Rammos Managed By Dedeman,"17.660,69 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12314/1050X700/tsr12314638100660733385177.jpg,,"""17000-19000""",Bodrum - Turgutreis ,"53 km, Milas HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,0,2,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,12973.8,4686.8,Significantly Overpriced,-26.54
244,Xanadu Resort Hotel,"26.573,40 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00293/1050X700/tsr00293637242005196688331.jpg,"8,4","""25000-27000""",Antalya - Belek-Acısu Mevkii ,"40 km, Antalya HA ",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,1,6,1,1,1,2,1,0,6,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16612.6,9960.8,Significantly Overpriced,-37.48
133,Bitez Garden Life,"9.294,04 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08511/1050X700/tsr08511637254200026824086.jpg,7,"""9000-11000""",Bodrum - Bitez ,"45 km, Milas HA ",100 - 200 Metre Arası,Özel Plaj,0,1,0,1,1,3,0,0,3,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,0,13496.8,-4202.8,Significantly Overpriced (Underpriced),45.22
757,Signature Alaçatı,"15.651,03 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12062/1050X700/tsr12062637761248092892105.jpg,,"""15000-17000""",Çeşme - Alaçatı ,"76 km, Adnan Menderes ",750 Metre ve Üzeri,Halk Plajı,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8418.7,7232.3,Significantly Overpriced,-46.21
889,Naturella Apart Hotel,"34.187,55 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12175/1050X700/tsr12175637867543582888357.jpg,,"""+33000""",Antalya - Kemer ,"No Info km, No Info",600 - 750 Metre Arası,Özel Plaj,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9255.5,24932.0,Significantly Overpriced,-72.93
451,Sealine Suite Hotel,"12.240,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11405/1050X700/tsr11405637489870217448672.jpg,,"""11000-13000""",Antalya - Alanya ,"120 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,0,1,0,1,1,2,0,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,11842.7,397.3,Fair,-3.25
77,Altis Resort Hotel Spa,"27.600,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/07296/1050X700/tsr07296637982265787292234.jpg,"8,1","""27000-29000""",Antalya - Belek-Taşlıburun ,"31 km, Antalya HA ",Denize Sıfır,Özel Plaj,1,0,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,13370.4,14229.6,Significantly Overpriced,-51.56
41,Limak Limra Hotel Resort,"21.000,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00024/1050X700/tsr00024638469800196060192.jpg,"7,9","""19000-21000""",Antalya - Kemer-Kiriş ,"75 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,1,5,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,15997.4,5002.6,Significantly Overpriced,-23.82
344,Regulus Gümbet Beach Resort,"7.102,08 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13812/1050X700/tsr13812638460354218470944.jpg,,"""7000-9000""",Bodrum - Gümbet ,"45 km, Milas HA ",Denize Sıfır,Özel Plaj,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11758.8,-4656.8,Significantly Overpriced (Underpriced),65.57
18,Commodore Elite Suites Spa,"33.840,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03648/1050X700/tsr03648637308626452936385.jpg,"9,4","""+33000""",Antalya - Side-Evrenseki ,"55 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,0,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,13003.8,20836.2,Significantly Overpriced,-61.57
134,Astoria Beach Hotel,"4.656,96 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12527/1050X700/tsr12527637921381626897739.jpg,"7,2","""+33000""",Marmaris - İçmeler ,"90 km, Dalaman ",50 - 100 Metre Arası,Halk Plajı,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,11677.2,-7020.3,Significantly Overpriced (Underpriced),150.75
212,Port Nature Luxury Resort Hotel Spa,"24.144,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04275/1050X700/tsr04275638464537279448941.jpg,"7,4","""23000-25000""",Antalya - Belek-Boğazkent ,"40 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,1,5,1,1,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17071.7,7072.3,Significantly Overpriced,-29.29
78,Beach Club Doğanay,"16.976,47 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02240/1050X700/tsr02240638030753124569478.jpg,"8,4","""15000-17000""",Antalya - Alanya-Konaklı ,"45 km, GazipaşaHA",Denize Sıfır (Aradan Yol Geçiyor),Mavi Bayraklı Özel Plaj,1,1,1,1,1,2,1,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,14442.9,2533.5,Overpriced,-14.92
42,Lonicera Resort Spa Hotel,"14.560,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06713/1050X700/tsr06713638149153195606553.jpg,"8,8","""13000-15000""",Antalya - Alanya-Avsallar ,"98 km, Antalya HA ",Denize Sıfır,Özel Plaj,0,1,1,1,1,4,2,1,11,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,17218.9,-2658.9,Overpriced (Underpriced),18.26
453,Side Beach Club,"10.276,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13947/1050X700/tsr13947638494222264180723.jpg,,"""9000-11000""",Antalya - Side ,"No Info km, No Info",No Info,Halk Plajı,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11240.5,-964.5,Slight Overpriced (Underpriced),9.39
345,Rich Melissa Hotel,"7.752,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/02692/1050X700/tsr02692638427265298478494.jpg,"7,5","""7000-9000""",Antalya - Kemer-Merkez ,"60 km, Antalya HA ",750 Metre ve Üzeri,Halk Plajı,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,8659.3,-907.3,Overpriced (Underpriced),11.7
452,Selin Otel Spa Belek,"6.017,95 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13045/1050X700/tsr13045638173442397729831.jpg,,"""5000-7000""",Antalya - Belek ,"25 km, Antalya ",No Info,Halk Plajı,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,11971.0,-5953.1,Significantly Overpriced (Underpriced),98.92
431,Kolibri Hotel,"6.967,28 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/06851/1050X700/tsr06851638011951778518671.jpg,7,"""5000-7000""",Antalya - Alanya ,"100 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11840.2,-4873.0,Significantly Overpriced (Underpriced),69.94
245,Diamond Hill Resort,"12.960,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13841/1050X700/tsr13841638460097921851820.jpg,,"""11000-13000""",Antalya - Alanya-Tosmur ,"125 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,13144.5,-184.5,Fair (Underpriced),1.42
19,Cornelia De Luxe Resort,"32.640,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13615/1050X700/tsr13615638477512732364033.jpg,,"""29000-33000""",Antalya - Belek-Serik ,"35 km, Antalya HA ",Denize Sıfır,Mavi Bayraklı Özel Plaj,1,5,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,14039.9,18600.1,Significantly Overpriced,-56.99
135,Malibu Resort Hotel,"4.171,20 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/08305/1050X700/tsr08305638186264432541279.jpg,8,"""+33000""",Antalya - Kemer-Kiriş ,"70 km, Antalya HA ",300 - 400 Metre Arası,Özel Plaj,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,1,11011.5,-6840.3,Significantly Overpriced (Underpriced),163.99
246,Elementa Boutique Hotel,"17.400,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/11528/1050X700/tsr11528637783664267126225.jpg,"9,2","""17000-19000""",Bodrum - Yalıkavak ,"56 km, Milas HA ",200 - 300 Metre Arası,Halk Plajı,0,1,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,11583.3,5816.7,Significantly Overpriced,-33.43
79,Hedef Beach Resort Spa,"11.400,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/04031/1050X700/tsr04031637250700175897905.jpg,"6,6","""11000-13000""",Antalya - Alanya-Konaklı ,"100 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,0,0,0,1,1,1,1,1,5,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,13874.5,-2474.5,Significantly Overpriced (Underpriced),21.71
758,Smart City Bodrum,"4.952,54 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13789/1050X700/tsr13789638445619281165573.jpg,,"""+33000""",Bodrum - Bodrum Merkez ,"32 km, Milas ",50 Metreye Kadar,Halk Plajı,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,11338.7,-6386.2,Significantly Overpriced (Underpriced),128.95
43,Lrs Lake River Side Hotel Spa,"15.600,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05922/1050X700/tsr05922638141838201243795.jpg,8,"""15000-17000""",Antalya - Side-Titreyengöl ,"65 km, Antalya HA ",750 Metre ve Üzeri,Özel Plaj,0,3,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,10950.3,4649.7,Significantly Overpriced,-29.81
454,Silver Hotel,"8.268,80 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03386/1050X700/tsr03386638461159603700373.jpg,"9,3","""7000-9000""",Antalya - Side-Çolaklı ,"55 km, Antalya HA ",500 - 600 Metre Arası,Özel Plaj,0,0,1,1,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,10398.6,-2129.8,Significantly Overpriced (Underpriced),25.76
136,Olimpos Beach Hotel By Rrhr,"10.500,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/03264/1050X700/tsr03264638321151481400329.jpg,7,"""9000-11000""",Antalya - Kemer-Merkez ,"45 km, Antalya HA ",50 - 100 Metre Arası,Özel Plaj,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,11646.9,-1146.9,Overpriced (Underpriced),10.92
299,Sisyphos Hotel Patara,"5.100,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13856/1050X700/tsr13856638466996412334656.jpg,,"""5000-7000""",Antalya - Kaş-Patara ,"115 km, Dalaman HA ",500 - 600 Metre Arası,Halk Plajı,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9007.3,-3907.3,Significantly Overpriced (Underpriced),76.61
298,Side Amour Hotel,"9.750,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/12073/1050X700/tsr12073637768422044748433.jpg,"8,8","""9000-11000""",Antalya - Side-Manavgat ,"65 km, Antalya ",750 Metre ve Üzeri,Özel Plaj,0,0,0,1,1,1,0,1,2,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,9927.1,-177.1,Fair (Underpriced),1.82
138,Siesta Beach Apart Hotel,"7.920,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01760/1050X700/tsr01760638242421605887865.jpg,"6,6","""7000-9000""",Bodrum - Gümbet ,"No Info km, No Info",Denize Sıfır (Aradan Yol Geçiyor),Özel Plaj,0,0,0,1,1,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12808.1,-4888.1,Significantly Overpriced (Underpriced),61.72
137,Romance Beach Hotel,"13.230,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00366/1050X700/tsr00366638324724665613767.jpg,"8,2","""13000-15000""",Marmaris - Siteler ,"95 km, Dalaman HA ",No Info,Özel Plaj,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,12537.4,692.6,Slight Overpriced,-5.24
347,Sofa Kaleiçi,"12.495,04 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/13077/1050X700/tsr13077638197508246075605.jpg,,"""11000-13000""",Antalya - Muratpaşa ,"No Info km, No Info",No Info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550.1,944.9,Slight Overpriced,-7.56
80,Hedef Resort Hotel Spa,"10.200,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/01635/1050X700/tsr01635637329143702480677.jpg,"7,2","""9000-11000""",Antalya - Alanya-Konaklı ,"110 km, Antalya HA ",100 - 200 Metre Arası,Özel Plaj,1,0,1,1,1,2,1,1,3,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,13334.9,-3134.9,Significantly Overpriced (Underpriced),30.73
213,Porto Bello Hotel Resort Spa,"21.600,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/00192/1050X700/tsr00192637309456685245793.jpg,"8,7","""21000-23000""",Antalya - Konyaaltı-Konyaaltı ,"20 km, Antalya HA ",50 Metreye Kadar,Özel Plaj,0,1,1,1,2,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14498.3,7101.7,Significantly Overpriced,-32.88
44,Lrs Port River Hotel Spa,"15.951,00 TL",https://cdn.tatilsepeti.com/Files/Images/Tesis/05927/1050X700/tsr05927638064563610362382.jpg,"7,4","""15000-17000""",Antalya - Side-Titreyengöl ,"65 km, Antalya HA ",200 - 300 Metre Arası,0,0,2,1,1,1,1,1,1,4,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,13802.4,2148.6,Overpriced,-13.47
