otel_ad,fiyat,Hava Alanına Uzaklığı,Denize Uzaklığı,İskele,A la Carte Restoran,Asansör,Açık Restoran,Kapalı Restoran,Açık Havuz,Kapalı Havuz,Bedensel Engelli Odası,Bar,Su Kaydırağı,Balo Salonu,Kuaför,Otopark,Market,Sauna,Doktor,Beach Voley,Fitness,Canlı Eğlence,Wireless Internet,Animasyon,Sörf,Paraşüt,Araç Kiralama,Kano,SPA,Masaj,Masa Tenisi,Çocuk Havuzu,Çocuk Parkı,il,ilce
Antalya Business Hotel,11497.8,13,750.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Antalya , Antalya Merkez 
Aslı Bungalow,6304.5,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Demre 
Atalante Hotel,10550.0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Kaş-Çukurbağ Yarımadası 
İberis Lara Hotel,8258.8,9,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Lara 
İrenic Hotel,12288.4,27,600.0,0.0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,Antalya , Konyaaltı 
Lara Beach Homes,9778.2,10,750.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Antalya , Lara 
London House Hotel,3772.8,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Kemer-Merkez 
Luwi Life Concept,13446.2,0,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Antalya , Adrasan 
Drvilla Suits,47426.7,25,750.0,0.0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Belek 
Villa Ay,9792.0,153,750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,Antalya , Kaş 
Daima Biz Hotel,18803.5,56,,1.0,1,1,2,2,3,2,0,6,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,Antalya , Kemer-Kiriş 
Melas Resort Hotel,29700.0,65,0.0,0.0,3,0,1,1,1,1,0,3,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,Antalya , Side-Kumköy 
Ramada Plaza Antalya,22644.0,15,0.0,1.0,1,1,1,1,1,1,1,4,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,Antalya , Muratpaşa 
Can Garden Beach Hotel,29748.6,70,,0.0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,Antalya , Side 
Side Bay Hotel,14266.5,0,,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Antalya , Side 
Floria Beach Hotel,12855.6,130,0.0,0.0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,Antalya , Alanya 
Villa Side Hotel,15750.0,60,100.0,0.0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,Antalya , Side 
Papirus Hotel Adrasan,14704.2,100,400.0,0.0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,Antalya , Adrasan 
